abstract;URL;title;date;numPage;language;doi;volume;
NULL;http://dx.doi.org/10.1055/a-1229-5048;COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19;11/3/2020;173;de;;36;
N/A;http://dx.doi.org/10.26524/royal.37.21;MANAGEMENT STRATEGIES OF COVID - 19;9/29/2020;221;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.15;PSYCHOLOGICAL IMPACT OF COVID-19;6/10/2021;175;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.25;THE WORLD AFTER COVID -19;11/2/2020;253;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.3718;INFLUENCE OF COVID-19 AT GLOBAL LEVEL;9/23/2020;198;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.18;INFLUENCE OF COVID-19 AT GLOBAL LEVEL;9/30/2020;198;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.17;IMPACT OF COVID-19 ON ACADEMICS AND RESEARCH;9/29/2020;191;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.27;THE GLOBAL COUNTRY WISE STATISTICS ON COVID-19;9/29/2020;269;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.20;IMPACT OF COVID 19 ON THE GLOBAL ECONOMY;9/29/2020;213;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.26;THE GLOBAL RACE FOR MOST AWAITED VACCINE AGAINST COVID-19;9/29/2020;261;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.22;EMERGENCE OF ONLINE LEARNING ON COVID 19;9/29/2020;229;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.9;IMMUNE RESPONSE TO COVID-19 INFECTION;9/29/2020;127;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.16;IMPACT OF COVID-19 ON AERONAUTICAL ENGINEERING;9/29/2020;183;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.5;NEUROLOGICAL IMPACT OF COVID-19 PANDEMIC: LESSONS & CAUTIONS;9/29/2020;83;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.19;INFLUENCE OF COVID-19 ON BUSINESS; MARKETING AND SUPPLY;10/21/2020;207;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.28;ADMINISTRATION OF CURRENT MEDICINE AGAINST COVID-19;10/21/2020;277;N/A;;N/A;
N/A;http://dx.doi.org/10.1158/1557-3265.covid-19-ia26;Abstract IA26: Understanding the impact of COVID in cancer patients through the COVID-19 and Cancer (CCC-19) and other COVID consortiums;12/3/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.13;ROLE OF INFORMATION SCIENCE DURING COVID -19;5/19/2021;156;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.29;DEVELOPMENT OF VACCINATION DURING COVID 19;10/9/2020;284;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.6;IMPACTS OF THE COVID-19 PANDEMIC ON GLOBAL EDUCATION;2/9/2021;94;N/A;;N/A;
N/A;http://dx.doi.org/10.5603/fc.2021.0010;COVID-19 complications â€” new types of cardiovascular disease in 2021? A few comments on: COVID-19; post-COVID syndrome and the LONG COVID syndrome;3/15/2021;73;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.4;THE EMERGENCE OF COVID-19 AND ITS SPREAD ALONG WITH SYMPTOMS;3/27/2021;72;N/A;;N/A;
N/A;http://dx.doi.org/10.23880/oajprs-16000135;SARS-CoV-2 (COVID-19) Variants and COVID-19 Vaccine Efficacy;5/27/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.23;ROLE OF HEALTHCARE PROFESSIONALS IN COVID-19 SITUATION;4/26/2021;238;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e15.013.15;Canada: Legal Response to Covid-19;4/30/2021;N/A;N/A;;N/A;
COVID-19 cases were first reported in December 2019; and since then it has spread quickly to create a global pandemic. This respiratory disease is caused by the SARS-CoV-2 virus. A major contributing factor for the fast spread of this virus is that the infectivity by the asymptomatic carriers is similar to symptomatic patients. Thus; to identify the asymptomatic individuals and to provide the essential treatment and care to COVID-19 patients; we rely heavily on diagnostic assays. Efficient; reproducible and accessible diagnostic tests are crucial in combatting a pandemic. Currently; there are few key detection tests which have been successfully employed to field-use. However; there are constant efforts to enhance their efficacy and accessibility. This chapter aims at explaining the basic principles of the current molecular diagnostic tests; which determine the presence of the virus through the detection of its genetic material. This chapter will aid the readers in understanding the basic workings of these molecular diagnostic tests.;N/A;N/A;N/A;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e4.013.4;New Zealand: Legal Response to Covid-19;4/30/2021;N/A;N/A;;16;
N/A;http://dx.doi.org/10.1093/law-occ19/e5.013.5;Chile: Legal Response to Covid-19;4/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e12.013.12;Sweden: Legal Response to Covid-19;4/30/2021;N/A;N/A;;6;
N/A;http://dx.doi.org/10.1093/law-occ19/e7.013.7;Serbia: Legal Response to Covid-19;4/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e17.013.17;United Kingdom: Legal Response to Covid-19;4/29/2021;N/A;N/A;;N/A;
 By the end of the year 2019; in the month of November first pneumonia-like case of COVID-19 was detected in an individual aged 55Â years in the Hubei Province of Central China. However the â€˜patient zeroâ€™ or the first patient contracted with the disease is still unknown; but it is speculated that first contraction with virus occurred in Wuhan province of China. The rate by which the number of cases of the disease surged in China was remarkable and by the mid of January 2020 cases begin to appear in different parts of the world. WHO declared the COVID-19 outbreak a Public Health Emergency of International Concern by the end of January 2020. Researchers from different parts of the world continue to study the pathogenesis and spread pattern of this disease. This chapter emphasizes upon some of the prominent studies in the field of COVID-19 researches from India. It also focuses upon the ACE2 gene polymorphism which has decreased the susceptibility against the virus amongst human population; and explains how at the molecular level ACE2 receptor concentration may affect the entry of the virus into the host cell. It also highlights the impact of the viral RNA on mitochondrial machinery of the host cell and how it instigates a pro-inflammatory response by declining the efficiency of immune system in whole. We also aim to highlight two potential drug candidates of COVID-19 and how these are performing against the virus according to several studies.</jats:p>;http://dx.doi.org/10.1093/law-occ19/e9.013.9;France: Legal Response to Covid-19;4/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e14.013.14;Mexico: Legal Response to Covid-19;4/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.18231/j.ijirm.2020.017;Status of hydroxychloroquine: COVID disease management protocol;5/10/2020;10;N/A;;N/A;
N/A;http://dx.doi.org/10.18231/j.ijirm.2020.019;Can ivermectin be used to treat SARS-COVID-2?;6/2/2021;16;N/A;;N/A;
N/A;http://dx.doi.org/10.1136/bmj.m3616;Letâ€™s stop talking about covid-safe and covid-secureâ€”itâ€™s covid-mitigated;9/26/2020;3616;en;;N/A;
N/A;http://dx.doi.org/10.3390/covid1010001;COVID: A New Peer-Reviewed Journal on Coronaviruses and Coronaviruses-Diseases;2/14/2021;1;en;;N/A;
 In the present chapter; some notable features (epidemiology; pathogenesis; and clinical characteristics) regarding recent outbreak COVID-19 have been reviewed. Most significant features related to COVID-19 such as (i) roots of infection and disease manifestation; (ii) shape and structure of viral S-protein; (iii) genome sequence study and replication in host cell; (iv) role of environmental factors; (v)Â diagnosis tools and (vi) role of biosensor have been critically investigated. The biological and behavioral risk factors for pregnant women before and after child birth have been dictated clearly. Pulmonary abnormalities due to COVID-19 of the patient having diabetes; cancer etc. history have been clarified with help of CT imaging. Finally; prevention and cure strategies adopted by many health professionals based on the existing drugs are mentioned with their side effects.</jats:p>;N/A;N/A;N/A;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.2174/2666958702101010020;Pharmacovigilance; and COVID-19;3/16/2021;21;en;;N/A;
N/A;http://dx.doi.org/10.18231/j.ijirm.2020.023;COVID-19: A â€˜Violentâ€™ pandemic for health care workers in India;6/3/2021;40;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003111344-2;COVID society;6/10/2021;13;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003108924-13;Covid-19;4/2/2021;155;N/A;;N/A;
N/A;http://dx.doi.org/10.26419/res.00414.001;Drivers and Barriers to Living in a Multigenerational Household Pre-COVID â€“ Mid-COVID;1/15/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1201/9781003104124-2;COVID-19 Background;2/18/2021;16;N/A;;N/A;
N/A;http://dx.doi.org/10.1016/b978-0-323-82860-4.00001-x;Life after COVID-19: Future directions?;6/4/2021;226;N/A;;1;
N/A;http://dx.doi.org/10.4324/9781003154037-17;Turkey and Covid-19;5/4/2021;175;N/A;;1;
N/A;http://dx.doi.org/10.4324/9781003142065-1;COVID-19;4/2/2021;8;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003154037-15;Spain and Covid-19;5/4/2021;148;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003154037-26;Kenya and Covid-19;5/4/2021;263;N/A;;1;
N/A;http://dx.doi.org/10.4324/9781003111344-3;Contextualising COVID-19;6/16/2021;24;N/A;;N/A;
N/A;http://dx.doi.org/10.22541/au.162172392.28881736/v1;From COVID-19 or because COVID-19?;5/23/2021;N/A;N/A;;1;
N/A;http://dx.doi.org/10.1038/s41598-021-91114-5;SEAMHCRD deterministic compartmental model based on clinical stages of infection for COVID-19 pandemic in Sultanate of Oman;6/7/2021;N/A;en;;N/A;
 The COVID-19 pandemic has affected more than 125 million lives worldwide and more than 2.5 million people have died so far. Cancer in itself increases the risk of infection especially; cancer patients undergoing cancer-associated treatments are more susceptible to SARS-CoV2 infection. However; many questions related to the biological interconnection between the two diseases remain to be answered. This chapter summarizes some of the biological components that connect cancer to COVID-19 and provide knowledge to not only understand but also; target the co-morbidities.</jats:p>;N/A;N/A;N/A;N/A;N/A;;1;
N/A;http://dx.doi.org/10.18535/jmscr/v8i11.13;One Fast Hugs Bid COVID: COVID Care Bundle Modified Mnemonic to Facilitate COVID 19 Critical Care Medicine;11/3/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.31219/osf.io/dt45z;COVID-19 Safety Tips - Ð¡Ð¾Ð²ÐµÑ‚Ñ‹ Ð¿Ð¾ Ð±ÐµÐ·Ð¾Ð¿Ð°ÑÐ½Ð¾ÑÑ‚Ð¸ COVID-19 (English + Russian);6/4/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.31219/osf.io/2dwua;COVID-19 Safety Tips - Consejos de seguridad COVID-19- (English + Spanish);6/4/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.5194/egusphere-egu21-1266;&#160;The Climate Response to Emissions Reductions due to COVID-19;3/4/2021;N/A;N/A;;N/A
N/A;http://dx.doi.org/10.4324/9781003154037-7;Nepal and Covid-19 1;5/18/2021;73;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003095590-6;COVID-19;5/21/2021;105;N/A;;N/A;
N/A;http://dx.doi.org/10.2174/2666796701999201026205030;COVID-19 Pandemic: Care for Indian Cancer Patients;6/4/2021;404;en;;N/A;
 As mentioned in Chapter 1; the tourism and hospitality sector was particularly vulnerable to the COVID-19 crisis; especially in destinations like Aruba that were so dependent on tourism. This vulnerability has already been highlighted throughout the book; but Chapter 5 will look in more detail at the economic; social and environmental impacts of COVID-19. Most of the studies to date about the consequences of the pandemic have emphasized the economic impacts; so a synopsis of those studies will be provided. However; there have been significant social and environmental impacts from the crisis that have affected the travel sector; so these are also discussed in this chapter.</jats:p>;http://dx.doi.org/10.31235/osf.io/n8yp6;Patient-made Long Covid changed COVID-19 (and the production of science; too);2/9/2021;N/A;N/A;;N/A;
N/A;N/A;N/A;N/A;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.20944/preprints202004.0432.v1;Nitazoxanide/Azithromycin Combination for COVID-19: A Suggested New Protocol for COVID-19 Early Management;12/25/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.5772/intechopen.96199;Molecular Biology of PCR Testing for COVID-19 Diagnostics;2/26/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003108924-3;Covid-19;4/7/2021;34;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37;COVID-19 Pandemic update 2020;9/30/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.17161/rrnmf.v1i3.14522;Covid-19 and Covid-1619;7/30/2020;1;N/A;;N/A;
N/A;http://dx.doi.org/10.2174/2666796701999201203210852;Coronavirus (Covid-19) and employee health;12/4/2020;N/A;en;;11;
N/A;http://dx.doi.org/10.22541/au.158872328.86968358;COVID-19 infection thrombosis due to hemagluttination of antibodies and COVID-19 antigens bound to erythrocytes;5/6/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1136/bmj.m2623;Covid-19: RCGP apologises for covid-19 â€œlifestyleâ€ event title;9/26/2020;2623;en;;N/A;
N/A;http://dx.doi.org/10.1158/1557-3265.covid-19-ia17;Abstract IA17: Ethics; cancer; and COVID;12/3/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1186/isrctn14212905;Understanding how COVID-19 leads to respiratory failure in COVID-19 positive patients;7/22/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.20506/bull.2020.nf.3137;Overcoming the impact of COVID-19 on animal welfare: COVID-19 Thematic Platform on Animal Welfare;1/11/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.47919/fmga.oc20.0008;COVID E INTIMIDAD;10/28/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.29315/gm.v7i1.312;Pandemia COVID-19;3/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.2174/2666796702666210301124727;Economic Fluctuations- the Aftermath of COVID 19 Pandemic;3/3/2021;N/A;en;;8;
N/A;http://dx.doi.org/10.2174/2666796702666210121144902;Adjuvant Therapies of COVID-19 â€“ A Literature Review;1/31/2021;N/A;en;;N/A;
N/A;http://dx.doi.org/10.2174/2666796701999201204120422;Recent developments and opportunities in fighting COVID-19;12/5/2020;N/A;en;;N/A;
 The ability of a new vaccine design based on control the intracellular physiological consequences of both the electrical properties and the electromagnetic radiation interactions between a virus and a host cell; which is a method to strengthen immune system develop protection against COVID-19 and new strains. The capacity of COVID-19 to bind to angiotensin-converting enzyme 2 (ACE2) and immune evasion mechanisms are only one of the properties required to stimulate a preventative immune response. In this chapter; a multidimensional new strategy is used to exemplify the empowerment function intracellular and extracellular level information can play in the support of immunogen against COVID-19 pathogens. Besides during this chapter; the nature of electromagnetic radiation is described as a vibrating string based on a string-theory and unification of electromagnetic radiation and gravitational waves by supporting with multiple cites strong evidence. Overall; we demonstrate a new approach to understand the important role of the physiological consequences of the interplay between the immune system and COVID-19 and designing vaccine strategy immunogens that take advantage of that information against COVID-19 and new strains.</jats:p>;http://dx.doi.org/10.1016/b978-0-12-824003-8.00002-4;Pathogenesis of COVID-19;11/13/2020;11;N/A;;N/A;
 In the pandemic of COVID-19; while living normals have been changing; there have been a huge effort globally to find out effective and safe treatment agents and vaccines. As of now; the advances show the progress in vaccine development; however the treatment of the COVID-19 is yet not fully specified. The drugs; i.e. antibiotics; antivirals; antimalarians; even anti-HIV agents which have been known already were taken out of the shelves and brought into use in different combinations. On the other hand; the cellular treatment; more specifically the mesenchymal stem cell therapy has been encouraged; resulting in various evidence published all over the world. This chapter aims to compile the published information; in means of methods; disease manifestations; results and limitations; about the stem cell treatment of the COVID-19 and to provide a source of harmonized reference for scientific society.</jats:p>;N/A;N/A;N/A;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1016/b978-0-12-824003-8.00003-6;Clinical features of COVID-19;11/13/2020;39;N/A;;N/A;
N/A;http://dx.doi.org/10.1016/b978-0-12-824003-8.00005-x;Treatment of COVID-19;11/13/2020;74;N/A;;N/A;
N/A;http://dx.doi.org/10.1016/b978-0-12-824003-8.00001-2;Respiratory virus and COVID-19;11/13/2020;6;N/A;;2;
N/A;http://dx.doi.org/10.1016/b978-0-12-824003-8.00004-8;Diagnosis of COVID-19;11/13/2020;54;N/A;;N/A;
N/A;http://dx.doi.org/10.1201/9781003104124-5;Challenges of Managing Cybersecurity at COVID-19;5/6/2021;118;N/A;;N/A;
N/A;http://dx.doi.org/10.5772/intechopen.96397;COVID-19 Researches: Where India Stands So Far?;3/8/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.2174/2666796701999201116212443;COVID-19 Effect: Time to Change the Way of Research;11/20/2020;N/A;en;;N/A;
N/A;http://dx.doi.org/10.1101/2020.07.26.20162008;COVID-19 mild cases determination from correlating COVID-line calls to reported cases;3/31/2021;N/A;N/A;;N/A;
 Since the outbreak of the novel SARS-CoV-2; machine learning and artificial intelligence (ML/AI) have become the powerful marketing tools to mitigate economic activities during COVID-19 pandemic. The goal of ML/AI technology is to provide data and insights so that brands can understand whatâ€™s working and whatâ€™s not. This will help marketers understand and anticipate what sort of communications work and how to deliver them. Therefore; these are such promising methods employed by various marketing providers. AI uses machine learning to adapt and make changes which impact marketing in real time. The exact impact of events such as the COVID-19 pandemic is hard to predict; but AI will help us track and anticipate these circumstances; as well as provide us with the data needed to proceed. This chapter deals with recent studies that use such advanced technology to increase researchers from different perspectives; address problems and challenges by using such an algorithm to assist marketing experts in real-world issues. This chapter also discusses suggestions conveying researchers on ML/AI-based model design; marketing experts; and policymakers on few errors encountered in the current situation while tackling the current pandemic.</jats:p>;N/A;N/A;N/A;N/A;N/A;;N/A;
 In the face of an increasingly competitive and global market; where communication channels are massified and where information sharing between consumers occurs in such a fast and uncontrolled way; brands need to reinvent their communication plans; with the aim of focus on the emotional side of the consumer. Thus; in this context; the integrated communication mix emerges as a competitive strategy to meet the needs of consumers. Therefore; the main objective of this chapter is to understand the role of the Integrated Marketing Communications in the context of an organization linked to ecological tours. This chapter presents contributions to the area of marketing and communication (integrated); tourism (ecological) and a response to the pandemic and post-pandemic scenario (i.e.; covid-19); at the level of response strategies in the context of a pandemic in 2020 (through digital communication channels). A qualitative methodology was adopted; using semi-structured interviews with organizational managers in the context of ecological tours in Portugal (i.e.; Ekoeasy case study). Ecotourism as a concept is neither easy to define; nor to implement. Ecotourism is a complex concept as it involves specialised niche markets that can share a lot of characteristics; preferences and motivations or vary for the same reasons. Future studies should allow to complement the present investigation; through empirical study and quantitative nature (i.e.; questionnaires to tourist consumers in the North of Portugal).</jats:p>;http://dx.doi.org/10.2174/2666796701666210108120344;Cellular senescence and COVID-19;1/11/2021;N/A;en;;N/A;
<p>This short postscript was written in early June 2020 after the book was largely complete; to consider the important implications that the procedural justice perspective has for the policing of emergencies that require significant restrictions of citizensâ€™ freedom. The chapter summarises how the pandemic emerged in the UK over the first five months of 2020. It discusses how the government advice and requirements were more far-reaching and intrusive than the emergency legislation; and how this initially created tensions. The police response improved; with effective guidance from their profession bodies; stressing a graduated approach to enforcement. However; the government response suffered from a series of misjudgements and scandals that seriously dented public trust and reduced public compliance with government requirements.</p>;N/A;N/A;N/A;N/A;N/A;;1;
N/A;http://dx.doi.org/10.1201/9781003137481-12;Data Analytics for COVID-19;4/2/2021;254;N/A;;1;
N/A;http://dx.doi.org/10.4324/9781003108924-23;Covid-19;4/2/2021;294;N/A;;N/A;
